,x,z,time
0,0.2479680570136397,0.2438043934436892,0.0
1,0.24799692700799217,0.2432029389371585,0.1
2,0.24942702755165716,0.24131279597034105,0.2
3,0.26757004095435055,0.24159121053482135,0.3
4,0.29720792248959016,0.2351877311600551,0.4
5,0.34494299002957474,0.2312238754672774,0.5
6,0.3714359378525106,0.23392225287809118,0.6
7,0.40622670603187083,0.23706412023525977,0.7
8,0.4485083723113833,0.2342903501244021,0.8
9,0.4917875301309612,0.22625032397841824,0.9
10,0.5515216407033504,0.24169494087640517,1.0
11,0.6184058390201054,0.24069610128714874,1.1
12,0.6617213386136841,0.24817665580927933,1.2
13,0.7115541004820857,0.24138492609092627,1.3
14,0.7724484728280471,0.23910031636684087,1.4
15,0.8310893089510264,0.23583103436646227,1.5
16,0.8971485627034482,0.23065791705935104,1.6
17,0.9438262996968477,0.22496538843184458,1.7
18,1.0004388682123833,0.22888840755924103,1.8
19,1.0569267293027962,0.22837065140993973,1.9
20,1.1118216695043004,0.22958734129372171,2.0
21,1.1637598324425116,0.23323423635717022,2.1
22,1.2264182745389518,0.24080090319581737,2.2
23,1.270160821686932,0.23836570669312573,2.3
24,1.321397539492867,0.24049782265505334,2.4
25,1.3761955199390719,0.2420554506649699,2.5
26,1.4368808097470462,0.2357990921456676,2.6
27,1.4863591555269937,0.22631768935494184,2.7
28,1.5534126930933616,0.22447451794789103,2.8
29,1.5962090570684793,0.229744661827258,2.9
30,1.6451424349966755,0.22038038307572755,3.0
31,1.6981770067737902,0.21968907025365686,3.1
32,1.7535213212085679,0.2203079367534281,3.2
33,1.8088572081982552,0.22647185888665958,3.3
34,1.8717806735041047,0.22712926203816455,3.4
35,1.9157679541023902,0.22337781877353793,3.5
36,1.9643889884495773,0.2292434859998299,3.6
37,2.015019056100717,0.21909096046964682,3.7
38,2.0733696501334875,0.2220390476499644,3.8
39,2.125899615800605,0.21578554527037663,3.9
40,2.168862771519198,0.2121866314481443,4.0
41,2.2264155621903874,0.20690577441937505,4.1
42,2.275990476832772,0.20439615070251657,4.2
43,2.32814698726821,0.20916995675200387,4.3
44,2.3795505148539218,0.2057973783993144,4.4
45,2.4319503724416047,0.21080678403176673,4.5
46,2.494728500963133,0.21003618080404102,4.6
47,2.5353124587246083,0.2120649554132022,4.7
48,2.5783741346393767,0.21737811759888898,4.8
49,2.6115008378156426,0.21223835518496365,4.9
50,2.6341970867476827,0.21162452750975486,5.0
51,2.6552606216538024,0.21315691462099332,5.1
52,2.666326668264492,0.2044553333043562,5.2
53,2.6882458485958196,0.1927999174558013,5.3
54,2.717246061713769,0.1781200091415958,5.4
55,2.7442062477588873,0.16874094967848133,5.5
56,2.7583330676045135,0.16089361668890947,5.6
57,2.7643804967677212,0.15209259234421071,5.7
58,2.765661879168736,0.14699369215472216,5.8
59,2.7673660993601206,0.1410066139408286,5.9
60,2.7734933297732547,0.1411544025207863,6.0
61,2.7784674566074172,0.1356212874634555,6.1
62,2.7895302467470695,0.1357933697867926,6.2
63,2.801192593570113,0.13777036866869996,6.3
64,2.822752179360402,0.1373307761856435,6.4
65,2.8477696520676212,0.14166708802216044,6.5
66,2.8683267663262972,0.14458087410829412,6.6
67,2.8741845001224777,0.13360936556237868,6.7
68,2.874081442130771,0.12908881370996683,6.8
69,2.8698212306489013,0.12850496858516824,6.9
70,2.8597718104268055,0.12204823301680713,7.0
71,2.8499920071082836,0.12175899773018985,7.1
72,2.841143293527398,0.12042871206032114,7.2
73,2.8337258524983406,0.11820967227238358,7.3
74,2.833838084169256,0.11976899906688289,7.4
75,2.836461453862554,0.11799184165902979,7.5
76,2.8390719102888053,0.11682884241283745,7.6
77,2.841943228224542,0.1169361471746955,7.7
78,2.8478328154197254,0.11441478332345725,7.8
79,2.8495434120251866,0.11139805127480165,7.9
80,2.8488997315506306,0.10585248462686783,8.0
81,2.86002571398206,0.11477540729466673,8.1
82,2.8711372026268314,0.1099834798017767,8.2
83,2.887210498035168,0.1097384171233533,8.3
84,2.9037840016075207,0.10738831577719798,8.4
85,2.914764247423523,0.10883004349773562,8.5
86,2.918610597091314,0.10616851400643079,8.6
87,2.919805208982675,0.10347998886631826,8.7
88,2.9203392104758437,0.10220878651999632,8.8
89,2.921629340359114,0.10125203426141893,8.9
90,2.91843242588233,0.09670470462435388,9.0
91,2.911379650758787,0.10300298717253531,9.1
92,2.898324599858379,0.1092534628334565,9.2
93,2.8853387144286633,0.11831921843386195,9.3
94,2.862913333181081,0.12161210484256536,9.4
95,2.843120708321979,0.12242112535333406,9.5
96,2.8360453264748613,0.13147867119740608,9.6
97,2.8289132609456615,0.12803339700117577,9.7
98,2.8245604747190627,0.1246173898194607,9.8
99,2.818577475605405,0.12189164558971878,9.9
100,2.815452291966352,0.11965100723822221,10.0
101,2.811529663112724,0.11555394379269404,10.1
102,2.815929522840179,0.11527533406794713,10.2
103,2.819827633701069,0.11263947126495347,10.3
104,2.8329814194279535,0.11303310821852366,10.4
105,2.8484346223688704,0.11016034876690786,10.5
106,2.860052301465021,0.11083636386944895,10.6
