,x,z,time
0,6.360988926922555,0.06802101544355477,0.0
1,6.361663330342814,0.06866663919369327,0.1
2,6.36286653242449,0.06877919918058832,0.2
3,6.364015601173842,0.06814402754294696,0.3
4,6.365012774603944,0.06696187435900817,0.4
5,6.365941456104098,0.06594993825861839,0.5
6,6.366705397527595,0.06584623434613092,0.6
7,6.366999726761016,0.06640428748191124,0.7
8,6.367097895596909,0.06751581970351321,0.8
9,6.366953994662566,0.06827617785668529,0.9
10,6.366244423327579,0.07042709057471101,1.0
11,6.365157014552339,0.07343486901660595,1.1
12,6.363897635296767,0.07554841529966613,1.2
13,6.362705083929641,0.07833064987582378,1.3
14,6.360531770213451,0.08242523623967257,1.4
15,6.357534339210943,0.08587946746893411,1.5
16,6.354609350595039,0.09097770359497122,1.6
17,6.349718764867556,0.0952075630775239,1.7
18,6.342896855555917,0.09621078356364576,1.8
19,6.327940747403181,0.09404289474646545,1.9
20,6.304179994386511,0.08558124212532757,2.0
21,6.27383747381335,0.06962770363797971,2.1
22,6.230420502678066,0.041669580713900825,2.2
23,6.183906114420504,0.012225243414094741,2.3
24,6.139063713978593,-0.02042909088638234,2.4
25,6.112983591377544,-0.03666181484492653,2.5
26,6.080303777831328,-0.057679144161100815,2.6
27,6.041077335419907,-0.07307813168442581,2.7
28,6.003141519884334,-0.08359372261650955,2.8
29,5.952027735958749,-0.09514081687474707,2.9
30,5.890342548353323,-0.10381936145799986,3.0
31,5.839609424246315,-0.10852081424866675,3.1
32,5.755556207004456,-0.12105183065966835,3.2
33,5.681070531389225,-0.1276948400035256,3.3
34,5.618424762873718,-0.1355876528799045,3.4
35,5.564880691015338,-0.14645350594465,3.5
36,5.5066383423464185,-0.16262230526704752,3.6
37,5.463267957223792,-0.1743508188691673,3.7
38,5.388466211110418,-0.19995595123340998,3.8
39,5.295452488625061,-0.2337244029363959,3.9
40,5.207119874997238,-0.2611777412703354,4.0
41,5.134082468415162,-0.28776717542686575,4.1
42,5.07798729755636,-0.30215537584672153,4.2
43,5.012058098922087,-0.3117102984232044,4.3
44,4.964049144129672,-0.314828428269735,4.4
45,4.883015283297859,-0.3160408125695173,4.5
46,4.78401449423723,-0.31511701639458045,4.6
47,4.691416301313236,-0.31824980384520135,4.7
48,4.641218823815299,-0.3143029268716781,4.8
49,4.576581247193534,-0.31614809636671865,4.9
50,4.507981977247309,-0.32342532357527093,5.0
51,4.442216231623806,-0.3348790026167248,5.1
52,4.365280450469118,-0.353467801505252,5.2
53,4.272435220227939,-0.38187704166514247,5.3
54,4.176058976421167,-0.4078937542495149,5.4
55,4.121454703090404,-0.4270492349800822,5.5
56,4.053004298985634,-0.4459892450881511,5.6
57,3.9851705280580125,-0.4582737046912023,5.7
58,3.921061526051499,-0.4633261780190767,5.8
59,3.8422608330442607,-0.4677839711478493,5.9
60,3.7514118457026986,-0.4713824729211915,6.0
61,3.6858146164756147,-0.47584072008004275,6.1
62,3.6035685146127006,-0.47595306043410535,6.2
63,3.5349051270129146,-0.4810610843496257,6.3
64,3.4706521445301393,-0.49020360249662587,6.4
65,3.4099046759620677,-0.5009539356808181,6.5
66,3.3399879541728055,-0.5127235781241055,6.6
67,3.2864101360361175,-0.5223202715500745,6.7
68,3.190345711555342,-0.5376082307722001,6.8
69,3.1088460708126386,-0.5518862317460861,6.9
70,3.045056934456413,-0.5597259034819978,7.0
71,2.986778616026251,-0.5607182627680661,7.1
72,2.9343864709622194,-0.5577530793691027,7.2
73,2.8893774634269507,-0.5553760840619776,7.3
74,2.8269946878914354,-0.550207458859321,7.4
75,2.751166548936826,-0.5442479499936136,7.5
76,2.6734005903381597,-0.5400404897536887,7.6
77,2.6101511447888504,-0.5318371239283116,7.7
78,2.5727345373295876,-0.5283161339639132,7.8
79,2.517651146400013,-0.5284241152109127,7.9
80,2.4538128003719706,-0.5312731913092078,8.0
81,2.3901434715696457,-0.5339971259379152,8.1
82,2.3081864010803343,-0.5391768118569725,8.2
83,2.2112317441149827,-0.543215221274177,8.3
84,2.1269238300077493,-0.5521271754424459,8.4
85,2.080768441630445,-0.5567495535912108,8.5
86,2.019863791879157,-0.554434804170014,8.6
87,1.9557324741663926,-0.5474806262757843,8.7
88,1.893131094695141,-0.5374514149480516,8.8
89,1.8156539383623427,-0.5231603562303397,8.9
90,1.7517692803267924,-0.5085720715223672,9.0
91,1.6609363008649707,-0.48953009015360793,9.1
92,1.585154099929376,-0.46978962161758675,9.2
93,1.5189503382076843,-0.4612703674421641,9.3
94,1.4545667474870356,-0.4598654305259413,9.4
95,1.3940126272951945,-0.45781422747173606,9.5
96,1.3429264200605413,-0.4556092815000249,9.6
97,1.2634326448857216,-0.4540527073080417,9.7
98,1.1685618421144497,-0.4461329339562038,9.8
99,1.0925136864108946,-0.4452197333331801,9.9
100,1.035394300944839,-0.4387557249683941,10.0
101,1.002021420123551,-0.43271022963317207,10.1
102,0.9519305540013292,-0.41916170290272875,10.2
103,0.8939279092594425,-0.39760146321977347,10.3
104,0.8328076258667618,-0.36799110786478767,10.4
105,0.7606325862494252,-0.3268780139465996,10.5
106,0.6888607003105971,-0.28314616834840967,10.6
107,0.6386786244742506,-0.24352922957526502,10.7
108,0.6086608544639347,-0.2289731283452724,10.8
109,0.563224821245484,-0.21584385219379099,10.9
110,0.5091372164362555,-0.20657366011105693,11.0
111,0.4525212392178757,-0.19708658148969904,11.1
112,0.3896487115614411,-0.1789328910634843,11.2
113,0.34758389670949974,-0.1628531557587006,11.3
114,0.2843556014283113,-0.13406789562725482,11.4
115,0.2257508045354859,-0.10457451428244266,11.5
116,0.17705049037993348,-0.08352312261465608,11.6
117,0.12648893354714197,-0.06496115853096002,11.7
118,0.0828799835380849,-0.0482748965436975,11.8
119,0.050644375818043486,-0.03535716837967878,11.9
120,0.012464877005843533,-0.01827836887709894,12.0
121,-0.017353790659757173,-0.0025668442327984597,12.1
122,-0.03188365975270813,0.006859185108431379,12.2
123,-0.033330897484992406,0.009433949553239354,12.3
124,-0.03303937621879882,0.009227970546161937,12.4
125,-0.03329643679773575,0.008782970704862517,12.5
126,-0.03536578466592033,0.005136458755006845,12.6
127,-0.04009158524591783,4.254465305136845e-05,12.7
128,-0.048764562929277666,-0.002958816722047161,12.8
129,-0.055278170027330376,-0.004508047360843467,12.9
130,-0.059351287814098264,-0.004100959538475377,13.0
131,-0.06110946146995033,-0.0022997226312718028,13.1
132,-0.06266479701782934,0.003883628914087736,13.2
133,-0.06316077042794355,0.012132077275837275,13.3
134,-0.06581970195443176,0.01892875493021036,13.4
135,-0.06841986807707823,0.02324736143400781,13.5
136,-0.06782204298290573,0.0263352136255441,13.6
137,-0.066261047312409,0.028938116911625136,13.7
138,-0.06366751748835142,0.028658608321909543,13.8
139,-0.06151315906347854,0.02700548498193163,13.9
140,-0.05826444345520265,0.026324617963678867,14.0
