,x,z,time
0,5.941789344211534,0.2820694176024672,0.0
1,5.942543987068299,0.27973763745444,0.1
2,5.94309256763258,0.2768546623757247,0.2
3,5.943193071220087,0.27520425808316534,0.3
4,5.942879583819942,0.27442591662214033,0.4
5,5.94254644887958,0.27479269711713705,0.5
6,5.943964810142459,0.27530537586446874,0.6
7,5.944467708188298,0.2744072841066338,0.7
8,5.937956330667379,0.25180524884252403,0.8
9,5.925635114869763,0.22558297167370053,0.9
10,5.918962592341545,0.1987706732863855,1.0
11,5.907697808327148,0.1802817758849992,1.1
12,5.900198745202669,0.15894411926612279,1.2
13,5.882633673857689,0.15030333564160261,1.3
14,5.858950987466615,0.147048882651921,1.4
15,5.815622762486115,0.1522151802903821,1.5
16,5.746695824338288,0.16911479168016352,1.6
17,5.659012557844945,0.19028193385895942,1.7
18,5.573915182096797,0.2122256043784601,1.8
19,5.4978021824171694,0.228171907496393,1.9
20,5.436005648820338,0.23689394424395105,2.0
21,5.391384248234249,0.2389753325056055,2.1
22,5.329104018347872,0.2321238819154001,2.2
23,5.256739923708266,0.21589997210209952,2.3
24,5.173616970516189,0.18909854940258913,2.4
25,5.084135017890373,0.16549219077781985,2.5
26,5.009610882739731,0.14021249876745384,2.6
27,4.949151465072644,0.13340857829491026,2.7
28,4.887462580477374,0.1350041995379905,2.8
29,4.842623922222741,0.1383738460794395,2.9
30,4.7688648173669606,0.14404009873211346,3.0
31,4.681972843904051,0.1582258670962518,3.1
32,4.597500090746378,0.17253624607281587,3.2
33,4.523008219633557,0.1896868454209119,3.3
34,4.466298057015178,0.19468286226534742,3.4
35,4.425242590010084,0.1939364964825298,3.5
36,4.36960085602884,0.18827084746405962,3.6
37,4.308144563507902,0.18277865875363816,3.7
38,4.241656499093589,0.1684465282855664,3.8
39,4.165588280756575,0.15085030112471043,3.9
40,4.09386097051563,0.137021774312022,4.0
41,4.0436305857238075,0.1265744565722634,4.1
42,4.008198998383027,0.12708368167242726,4.2
43,3.964159944385612,0.1366192007654166,4.3
44,3.914844743019825,0.1592342551023366,4.4
45,3.862954380405683,0.19643568018166416,4.5
46,3.8074987572186823,0.25282339304804496,4.6
47,3.7711474866185326,0.29405722102647397,4.7
48,3.7229356228020207,0.35191033263465016,4.8
49,3.6796075563707737,0.38873934300378016,4.9
50,3.641155709755292,0.4120541815996072,5.0
51,3.596225910651568,0.43231244237537453,5.1
52,3.5417976327320297,0.45076354567445986,5.2
53,3.479044397577414,0.4699296989327304,5.3
54,3.431185465965259,0.4798652083486108,5.4
55,3.3610337104429413,0.4895703612570923,5.5
56,3.2995002867362397,0.4967942373337888,5.6
57,3.2519791289859454,0.5122387984383217,5.7
58,3.2013758712462024,0.5337106783451944,5.8
59,3.1408328127879046,0.554600709401063,5.9
60,3.0726001847394433,0.5758650351510195,6.0
61,3.0224695528671552,0.591537268051443,6.1
62,2.9496449177967077,0.6102106365439299,6.2
63,2.8845690621279503,0.6276699281097113,6.3
64,2.830140025007038,0.6336632306292203,6.4
65,2.7703910205966777,0.6267405320245727,6.5
66,2.7018196835078556,0.6078176978327523,6.6
67,2.6501888476403113,0.5890675725633381,6.7
68,2.5640152717263915,0.5482957821414312,6.8
69,2.480931171312316,0.5128544489359238,6.9
70,2.41094612631696,0.4800669663549445,7.0
71,2.35310417417374,0.4603513776682865,7.1
72,2.294865582100625,0.44664680568148996,7.2
73,2.2297489605691174,0.437332704258253,7.3
74,2.180036637875974,0.4326930904324281,7.4
75,2.0912438598800405,0.42831752078210117,7.5
76,1.9940229491243415,0.4167969891176154,7.6
77,1.9027784019466063,0.41083840813467826,7.7
78,1.8328354426329172,0.40213523110306876,7.8
79,1.7655515713348224,0.3910073398768958,7.9
80,1.7210060766030972,0.37754820260492455,8.0
81,1.6486655279934714,0.3537870970780663,8.1
82,1.5733315931915541,0.32368664591433105,8.2
83,1.4893485793185395,0.2866828951611311,8.3
84,1.4079309189529674,0.24948146946806937,8.4
85,1.3453579522491506,0.22253370052733712,8.5
86,1.2833078281667314,0.20440416698793418,8.6
87,1.2416601960218392,0.20150717255857908,8.7
88,1.1692616840632137,0.19967825288380084,8.8
89,1.0869662541648575,0.20491751722574342,8.9
90,0.9913920250295547,0.21801334550014922,9.0
91,0.9017756968110069,0.23384400204450922,9.1
92,0.8368367873159102,0.23881352300609154,9.2
93,0.7923369294183784,0.2355516652379571,9.3
94,0.740444653494726,0.2256127268407558,9.4
95,0.6863700317061747,0.20607236086605493,9.5
96,0.6292737185282631,0.17866300752654973,9.6
97,0.5691526684043966,0.138380016612225,9.7
98,0.5307246240256722,0.1134580136785378,9.8
99,0.48576554300273056,0.08600809414181299,9.9
100,0.4385378432139495,0.07349751842920982,10.0
101,0.3885719969179009,0.07420571114277666,10.1
