,x,z,time
0,0.11861930273609866,2.578218140917622,0.0
1,0.12014723031389307,2.5786424171448807,0.1
2,0.1141390317336004,2.581901329181092,0.2
3,0.1135730397696042,2.582731277002761,0.3
4,0.10760095855798557,2.585735304799208,0.4
5,0.1030174105074595,2.5878928418275176,0.5
6,0.10500518227590927,2.5871340048183016,0.6
7,0.08738395685865408,2.5869548650843988,0.7
8,0.08009331117969731,2.5812146014289636,0.8
9,0.0696356409190404,2.5728694263241874,0.9
10,0.0493921454250974,2.5659954914287497,1.0
11,0.03425068779385798,2.552360669712226,1.1
12,0.031273042233368464,2.5249951109434723,1.2
13,0.030634513886718562,2.479251909031489,1.3
14,0.032241875037824386,2.439434669353933,1.4
15,0.05262426485526994,2.3586572279100517,1.5
16,0.07534596532743532,2.2630472380977773,1.6
17,0.12555060293095588,2.1659030408047366,1.7
18,0.13104876245991948,2.097133282574508,1.8
19,0.13632115018152424,2.0203907806176193,1.9
20,0.13638448387219748,1.9606357586207728,2.0
21,0.13948309156021255,1.8577196852376234,2.1
22,0.1254739303161858,1.742515877781104,2.2
23,0.11781570421811294,1.6264937389357916,2.3
24,0.11752645186246369,1.5275004729679313,2.4
25,0.1250483663513915,1.4306953488844734,2.5
26,0.1340897147355098,1.3543686393118644,2.6
27,0.1595605416515462,1.245363660567138,2.7
28,0.19668502772381435,1.1195412051678335,2.8
29,0.21901829647385096,1.0054575169579119,2.9
30,0.22937513737630733,0.9099511651278833,3.0
31,0.23262343476194802,0.8468377686281349,3.1
32,0.19764079588376537,0.7012274050374594,3.2
33,0.2067780400438588,0.5825091099713291,3.3
34,0.2012908639931923,0.4593379082152817,3.4
35,0.19936612718213498,0.34141809906254345,3.5
36,0.20794056822458717,0.2377494065762415,3.6
37,0.21856772444669748,0.16964174744108312,3.7
38,0.24862163538518978,0.06259318373310502,3.8
39,0.28660402123724715,-0.051906811535652304,3.9
40,0.3237087489733983,-0.18410007189572558,4.0
41,0.35300655514523616,-0.28599386947692024,4.1
42,0.3673799890635796,-0.38096096987697964,4.2
43,0.37293132090175485,-0.4438510219108465,4.3
44,0.37063497865978734,-0.5513871491533121,4.4
45,0.36034636237460793,-0.6697635374912586,4.5
46,0.3421845044588898,-0.7975369335565164,4.6
47,0.3240285286153397,-0.9156562001736458,4.7
48,0.32250567295819144,-0.9773165529430506,4.8
49,0.329919552009835,-1.08123518997418,4.9
50,0.34279619160553976,-1.1770797274122746,5.0
51,0.36084465551467515,-1.285468924800763,5.1
52,0.3889691136579594,-1.3955407511422324,5.2
53,0.40905099587159066,-1.4880718408567595,5.3
54,0.41237171439123,-1.5412101808243697,5.4
55,0.411642171171025,-1.614441122834492,5.5
56,0.40151761568998223,-1.6964648051238846,5.6
57,0.3881261500819786,-1.7722437937280464,5.7
58,0.36156300626181315,-1.8626505371180677,5.8
59,0.3322620727850074,-1.9511745676261045,5.9
60,0.3118931511546128,-1.9993941627780223,6.0
61,0.3013538405072298,-2.059588814210504,6.1
62,0.30460691200566536,-2.117230346032846,6.2
63,0.3162751097431933,-2.183163507754076,6.3
64,0.331860477366539,-2.240848700629243,6.4
65,0.3481329354935241,-2.316327679825477,6.5
66,0.3645656200182712,-2.3959486712744043,6.6
67,0.37682409498280567,-2.445630288121523,6.7
68,0.38467761301178705,-2.508565647360733,6.8
69,0.37324003657882976,-2.558790032268268,6.9
70,0.34204399547402353,-2.5942340201983427,7.0
71,0.31379754163455464,-2.61521673059273,7.1
72,0.29240211183764053,-2.631926633997757,7.2
73,0.2669660434001653,-2.6611361271711083,7.3
74,0.23019775225466166,-2.6980146793151323,7.4
75,0.17505190787530944,-2.731336297788553,7.5
76,0.11777390842676194,-2.755997879959458,7.6
77,0.06536891286791091,-2.7830497163199857,7.7
78,0.015136337253055299,-2.8076843169479195,7.8
79,-4.440892098500626e-16,-2.8144828074099086,7.9
80,0.012226079396290501,-2.7798252702268424,8.0
81,0.017720180059535018,-2.7660972842892724,8.1
82,0.03230472193188039,-2.748979987120215,8.2
83,0.05896155237917444,-2.7357028948367295,8.3
84,0.07691398810869465,-2.729038841612344,8.4
85,0.08349486161207675,-2.7227409448259166,8.5
86,0.08301555895712198,-2.7160791557295134,8.6
87,0.08167729057581896,-2.709215280312549,8.7
88,0.07894583964764035,-2.7026004076889114,8.8
89,0.07625725109637749,-2.6954365898798085,8.9
90,0.07708779802446397,-2.691437564398489,9.0
91,0.07628932564804636,-2.692048859633296,9.1
