,timestamp,x,z,time
0,1900-01-01 12:22:36.520,0.5544151811161857,-0.07602301685253293,0.0
1,1900-01-01 12:22:36.620,0.5543499792504876,-0.07543262146238386,0.1
2,1900-01-01 12:22:36.740,0.555605407299504,-0.0743241858919774,0.2
3,1900-01-01 12:22:36.840,0.5702531310707795,-0.06815690210408337,0.3
4,1900-01-01 12:22:36.910,0.5853989763879738,-0.06678131654599162,0.4
5,1900-01-01 12:22:37.050,0.6372631651123054,-0.05830612864442292,0.5
6,1900-01-01 12:22:37.120,0.6647758829400456,-0.05972665204484884,0.6
7,1900-01-01 12:22:37.230,0.6977365792685994,-0.056566361625148165,0.7
8,1900-01-01 12:22:37.330,0.7431749954726582,-0.060547619826610055,0.8
9,1900-01-01 12:22:37.450,0.7910301928290502,-0.06197908061224949,0.9
10,1900-01-01 12:22:37.550,0.8463008897672636,-0.06603242601624959,1.0
11,1900-01-01 12:22:37.620,0.895295900338219,-0.06812108375555354,1.1
12,1900-01-01 12:22:37.720,0.9583198294074872,-0.07280658145290347,1.2
13,1900-01-01 12:22:37.830,1.0181195141007202,-0.07008356390065001,1.3
14,1900-01-01 12:22:37.930,1.0767493204293745,-0.06979373142398937,1.4
15,1900-01-01 12:22:38.040,1.1355386615522542,-0.062013417077019684,1.5
16,1900-01-01 12:22:38.160,1.1991605875801874,-0.054799188532248966,1.6
17,1900-01-01 12:22:38.220,1.2462375912299697,-0.051404591448882986,1.7
18,1900-01-01 12:22:38.330,1.3052525141148297,-0.04915710087180292,1.8
19,1900-01-01 12:22:38.440,1.354971542043651,-0.05228921817693022,1.9
20,1900-01-01 12:22:38.540,1.4184070716750403,-0.05272534474701196,2.0
21,1900-01-01 12:22:38.650,1.4688159707274475,-0.05459342968196779,2.1
22,1900-01-01 12:22:38.720,1.5161110945182212,-0.05794729172673574,2.2
23,1900-01-01 12:22:38.820,1.581344272100945,-0.06579984815511586,2.3
24,1900-01-01 12:22:38.930,1.635422341965438,-0.06789914630712102,2.4
25,1900-01-01 12:22:39.040,1.6870594362669147,-0.0624856269250208,2.5
26,1900-01-01 12:22:39.140,1.7399795536852574,-0.061830421286421244,2.6
27,1900-01-01 12:22:39.240,1.7916155461673284,-0.057818127006149966,2.7
28,1900-01-01 12:22:39.350,1.8485954118045018,-0.051976852490289716,2.8
29,1900-01-01 12:22:39.420,1.8903991856769766,-0.052424928397918125,2.9
30,1900-01-01 12:22:39.520,1.9364682939263425,-0.04783987767756337,3.0
31,1900-01-01 12:22:39.630,1.988288352641764,-0.04703661512380053,3.1
32,1900-01-01 12:22:39.740,2.0398483713727127,-0.05413442390286838,3.2
33,1900-01-01 12:22:39.840,2.0908970256803077,-0.05581634167245941,3.3
34,1900-01-01 12:22:39.920,2.134532162165163,-0.05866293857894833,3.4
35,1900-01-01 12:22:40.020,2.2007145141767497,-0.05968494210850772,3.5
36,1900-01-01 12:22:40.120,2.2506246283050384,-0.0656670915300106,3.6
37,1900-01-01 12:22:40.230,2.301066511098194,-0.06107073642171024,3.7
38,1900-01-01 12:22:40.330,2.351722631323021,-0.061979941441396624,3.8
39,1900-01-01 12:22:40.440,2.4029003451017905,-0.0535137618202004,3.9
40,1900-01-01 12:22:40.540,2.463220718297672,-0.051152146375314844,4.0
41,1900-01-01 12:22:40.620,2.498295875957969,-0.05117722834774718,4.1
42,1900-01-01 12:22:40.720,2.545803470916566,-0.04760170275702724,4.2
43,1900-01-01 12:22:40.830,2.6064372542761824,-0.04688537636555057,4.3
44,1900-01-01 12:22:40.930,2.6579666242215185,-0.04956762281894056,4.4
45,1900-01-01 12:22:41.040,2.7077992981511008,-0.0527263969526679,4.5
46,1900-01-01 12:22:41.150,2.7596508520482237,-0.061670794274666374,4.6
47,1900-01-01 12:22:41.220,2.7916261881241793,-0.0628347336329258,4.7
48,1900-01-01 12:22:41.330,2.8227250225290392,-0.06724252884811976,4.8
49,1900-01-01 12:22:41.430,2.839736560066415,-0.06894932573540258,4.9
50,1900-01-01 12:22:41.530,2.8506923553439028,-0.07030585175350246,5.0
51,1900-01-01 12:22:41.640,2.8619529516863063,-0.06526940340040066,5.1
52,1900-01-01 12:22:41.740,2.8740824374383287,-0.06490463581484485,5.2
53,1900-01-01 12:22:41.860,2.8986394232537394,-0.05505097945480597,5.3
54,1900-01-01 12:22:41.920,2.9299703481279717,-0.048676616072852896,5.4
55,1900-01-01 12:22:42.030,2.976087014970228,-0.04358123293118599,5.5
56,1900-01-01 12:22:42.130,3.0145221194873253,-0.037955773149107364,5.6
57,1900-01-01 12:22:42.240,3.043724959825791,-0.03212094494546003,5.7
58,1900-01-01 12:22:42.340,3.065627019622399,-0.03493450153202815,5.8
59,1900-01-01 12:22:42.450,3.09365407835573,-0.03601922778708877,5.9
60,1900-01-01 12:22:42.520,3.113621379584944,-0.039765306167449666,6.0
61,1900-01-01 12:22:42.630,3.1470774753581328,-0.04922601576954766,6.1
62,1900-01-01 12:22:42.740,3.1932103170615886,-0.06603129832515764,6.2
63,1900-01-01 12:22:42.840,3.2498595792807925,-0.07328782180819915,6.3
64,1900-01-01 12:22:42.940,3.2943485642449284,-0.08299241888488473,6.4
65,1900-01-01 12:22:43.050,3.324242906482586,-0.09070607313808177,6.5
66,1900-01-01 12:22:43.120,3.3461071931455617,-0.09579701112230277,6.6
67,1900-01-01 12:22:43.230,3.3745150335343483,-0.09207894128228844,6.7
68,1900-01-01 12:22:43.330,3.4174994615230876,-0.07804280661882412,6.8
69,1900-01-01 12:22:43.450,3.4713118647288193,-0.0741024498248557,6.9
